DATE,INFY,WIPRO,HCLTECH,TECHM,LTIM,MPHASIS,PERSISTENT,COFORGE,LTTS,KPITTECH,OFSS
2026-01-22,1670.8,238.4,1707.0,1701.1,5893.5,2752.8,6155.0,1636.4,3837.9,1114.5,7956.0
2026-01-26,1682.7,234.8,1720.2,1745.1,5940.5,2806.1,6216.0,1664.3,3797.6,1104.4,8006.0
2026-01-27,1666.5,237.35,1729.6,1762.9,6015.5,2833.7,6213.0,1694.2,3857.2,1105.8,8012.5
2026-01-28,1659.5,239.8,1721.6,1768.4,5995.0,2772.8,6070.0,1678.1,3755.9,1042.8,7837.5
2026-01-29,1641.0,236.9,1695.6,1743.1,5974.5,2759.0,6035.0,1653.8,3722.8,1041.9,7760.0
2026-01-31,1654.5,241.8,1666.2,1717.3,6070.5,2769.9,6068.0,1655.4,3768.4,991.1,7754.5
2026-02-01,1629.4,242.3,1676.8,1724.0,5986.0,2761.4,6082.5,1668.2,3693.2,998.5,7734.5
2026-02-02,1656.0,242.69,1695.3,1716.5,6044.0,2819.3,6278.5,1712.1,3807.6,989.8,7826.5
2026-02-03,1535.8,233.34,1621.8,1645.3,5706.5,2688.1,5986.0,1613.9,3812.3,981.4,7517.5
2026-02-04,1520.2,233.39,1610.0,1646.2,5683.5,2648.7,5980.5,1599.8,3809.0,959.5,7450.5
2026-02-05,1507.1,230.72,1593.7,1619.9,5561.5,2610.5,5852.0,1546.0,3855.8,958.4,7264.0
2026-02-08,1497.2,230.08,1602.0,1621.7,5626.5,2615.1,5875.0,1549.3,3901.0,964.0,7269.5
2026-02-09,1497.8,231.47,1573.1,1644.6,5662.0,2614.1,5872.5,1551.0,3903.1,973.6,7342.0
2026-02-10,1471.9,229.81,1551.6,1634.4,5515.5,2588.2,5724.0,1520.4,3838.0,959.4,7217.5
2026-02-11,1386.0,219.08,1476.1,1536.6,5211.5,2464.0,5452.0,1421.5,3704.1,891.5,6764.0
2026-02-12,1369.1,214.09,1455.2,1534.4,5115.5,2458.4,5479.0,1361.8,3509.3,861.7,6639.0
2026-02-15,1365.6,213.26,1461.8,1512.7,5118.5,2461.5,5582.0,1392.5,3518.4,880.3,6699.0
2026-02-16,1391.2,215.69,1482.6,1523.8,5164.5,2465.2,5628.0,1378.8,3511.5,879.3,6845.0
2026-02-17,1373.7,211.95,1467.2,1504.8,5054.0,2435.8,5521.0,1372.8,3495.0,861.6,6714.5
2026-02-18,1370.5,211.21,1450.4,1479.3,4959.5,2376.7,5266.0,1361.0,3446.5,847.5,6652.0
2026-02-19,1353.2,209.86,1436.5,1456.9,4889.5,2373.8,5092.0,1340.6,3396.6,835.4,6642.5
2026-02-22,1327.5,205.89,1426.2,1440.9,4831.5,2309.8,4977.5,1289.0,3439.4,812.7,6669.5
2026-02-23,1275.5,200.14,1339.2,1345.4,4501.0,2223.0,4662.0,1212.2,3148.6,760.5,6454.0
2026-02-24,1290.1,201.92,1378.2,1361.8,4559.0,2257.6,4731.0,1212.9,3276.0,788.7,6612.0
2026-02-25,1289.1,201.08,1373.5,1361.8,4504.0,2261.5,4781.5,1200.4,3317.4,793.7,6856.5
2026-02-26,1300.1,200.96,1389.1,1357.8,4462.0,2296.5,4733.0,1185.8,3512.4,771.1,6932.0
2026-03-01,1288.9,198.57,1371.0,1345.4,4404.4,2255.5,4673.4,1162.7,3443.2,754.25,6848.0
2026-03-03,1307.4,195.55,1364.0,1351.2,4349.3,2267.2,4709.1,1170.0,3317.2,736.15,6832.0
2026-03-04,1305.8,195.68,1354.1,1333.3,4306.4,2231.6,4641.7,1152.7,3297.5,717.5,6789.5
2026-03-05,1308.4,195.4,1356.7,1331.7,4292.0,2214.8,4777.5,1162.9,3187.4,698.55,6718.0
2026-03-08,1315.0,198.75,1358.6,1336.3,4317.2,2187.7,4783.1,1168.5,3113.8,688.9,6712.5
2026-03-09,1295.6,200.93,1361.5,1336.6,4323.1,2202.2,4827.9,1139.2,3150.8,693.25,6824.0
2026-03-10,1276.3,202.23,1350.3,1334.4,4262.7,2184.9,4747.7,1108.8,3097.4,682.75,6792.0
2026-03-11,1265.8,202.51,1358.1,1349.8,4323.6,2185.2,4714.4,1107.9,3129.5,671.25,6694.5
2026-03-12,1248.3,197.58,1325.4,1332.8,4206.5,2114.8,4638.8,1089.7,3430.1,660.15,6526.0
2026-03-15,1249.8,195.11,1328.6,1339.5,4207.1,2081.1,4638.8,1080.6,3324.9,631.95,6414.0
2026-03-16,1232.9,191.32,1321.1,1341.8,4189.2,2074.1,4529.4,1073.9,3332.7,653.7,6302.0
2026-03-17,1267.1,194.3,1357.2,1385.2,4298.8,2123.8,4698.6,1132.0,3367.0,688.25,6594.5
2026-03-18,1220.8,188.41,1311.8,1340.6,4198.5,2047.4,4602.8,1092.3,3313.5,658.9,6368.5
2026-03-19,1255.9,190.9,1333.7,1384.8,4298.8,2091.1,4716.7,1089.3,3229.1,660.95,6580.0
2026-03-22,1256.8,187.54,1358.6,1384.0,4105.6,2063.6,4724.5,1100.4,3075.6,659.3,6445.0
2026-03-23,1278.3,188.74,1373.3,1432.7,4211.5,2116.8,4913.7,1110.1,3153.5,665.0,6605.5
2026-03-24,1279.1,189.05,1381.3,1408.5,4292.9,2132.1,4928.8,1163.1,3200.4,673.6,6599.0
2026-03-26,1269.7,191.6,1364.4,1391.6,4200.7,2117.0,4899.8,1144.7,3198.4,660.05,6947.0
2026-03-29,1250.6,187.64,1341.6,1384.0,4013.8,2053.0,4877.2,1114.7,3121.7,634.75,6731.0
2026-03-31,1275.7,191.18,1354.4,1404.5,4107.0,2136.6,5049.1,1153.9,3324.0,674.3,6883.0
2026-04-01,1300.8,194.91,1402.2,1441.5,4303.9,2209.9,5227.7,1213.4,3347.5,696.8,6992.5
2026-04-05,1306.2,197.29,1403.3,1449.5,4307.4,2235.2,5309.4,1220.2,3346.5,694.85,7017.0
2026-04-06,1339.4,204.72,1441.6,1473.4,4442.5,2328.1,5386.2,1230.6,3342.1,707.85,7192.0
